,failed,68,76,79,104,105,106,107,108,109,116,118,120,121,123,124,125,128,129,131,132,133,134,136,137,138,139,141,142,143,144,145,147,148,149,150,159,167,175,180,193,194,196,197,209,219,233,234,235,242,250,251,253,254,258,260,268,276,277,278,279,282,283,285,286,287,288,289,290,304,305,306,307,308,309,310,314,315,317,318,319,321,338,340,342,357,358,359,360,366,369,379,380,381,382,383,388,390,391,392,393,395,396,398,399,401,402,404,406,407,408,411,415,416,417,418,419,420,422,423,424,434,435,436,437,446,447,448,449,450,454,465,466,467,468,469,473,482,483,484,486,494,502,535,544,546,547,551,553,555,557,559,561,563,565,567,569,571,573,575,577,579,581,583,585,587,591,592,593,594,595,596,599,612,613,614,621,622,623,625,633,634,642,655,656,657,664,672,673,674,676,677,685,686,687,688,689,690,691,693,694,696,697,710,711,712,719,727,728,731,733,741,742,750,754,760,761,762,764,765,774,780,781,782,783,785,786,787,788,789,790,793,794,795,796,797,798,799,800,807,815,816,825,826,828,829,832,833,834,837,838,842,843,844,845,847,850,853,854,855,856,857,858,859,860,863,866,869,872,873,874,875
org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLocales_Long_AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundMilliSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateYear,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateSemiMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateDate,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateDayOfMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateAmPm,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateHour,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateHourOfDay,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMinute,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMilliSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundYear,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundSemiMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
