,failed,68,76,79,104,105,106,107,108,109,116,118,120,121,123,124,125,128,129,131,132,133,134,136,137,138,139,141,142,143,144,145,147,148,149,150,159,167,175,180,193,194,196,197,209,219,233,234,235,242,250,251,253,254,258,260,268,276,277,278,279,282,283,285,286,287,288,289,290,304,305,306,308,309,310,312,329,331,333,348,349,350,351,357,360,370,371,372,373,374,379,381,382,383,384,386,387,389,390,392,393,395,397,398,399,402,406,407,408,409,410,411,413,414,415,425,426,427,428,437,438,439,440,441,445,456,457,458,459,460,464,473,474,475,477,485,493,526,535,537,538,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,582,583,584,585,586,587,590,603,604,605,612,613,614,616,624,625,633,646,647,648,655,663,664,665,667,668,676,677,678,679,680,681,682,684,685,687,688,701,702,703,710,718,719,722,724,732,733,741,745,751,752,753,755,756,765,771,772,773,774,776,777,778,779,780,781,784,785,786,787,788,789,790,791,798,806,807,816,817,819,820,823,824,825,828,829,833,834,835,836,838,841,844,845,846,847,848,849,850,851,854,857,860,863,864,865,866
org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLocales_Long_AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundMilliSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateYear,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateSemiMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateDate,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateDayOfMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateAmPm,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateHour,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateHourOfDay,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMinute,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testTruncateMilliSecond,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundYear,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundSemiMonth,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
org.apache.commons.lang3.time.DateUtilsRoundingTest::testRoundDate,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,x,x,x,x,x,x,x,x,x,,,,,,x,x,,,x,x,,x,x,,x,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,,x,x,x,x,x,,x,,,x,,x,,,x,,x,,,x,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,x,,x,,x,,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,,x,,x,x,,,,x,x,x,,x,x,x,x,x,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,
